Key	Distrito	Municipio	Freguesia	Eleitores (Anterior)	Eleitores (Corrente)	Percentagem de Votantes (Anterior)	Percentagem de Votantes (Corrente)	Votos Nulos (Anterior)	Votos Nulos (Corrente)	Votos Brancos (Anterior)	Votos Brancos (Corrente)	A - Votos (Anterior)	A - Votos (Corrente)	A - Percentagem (Anterior)	A - Percentagem (Corrente)	ADN - Votos (Anterior)	ADN - Votos (Corrente)	ADN - Percentagem (Anterior)	ADN - Percentagem (Corrente)	B.E. - Votos (Anterior)	B.E. - Votos (Corrente)	B.E. - Percentagem (Anterior)	B.E. - Percentagem (Corrente)	CDS-PP - Votos (Anterior)	CDS-PP - Votos (Corrente)	CDS-PP - Percentagem (Anterior)	CDS-PP - Percentagem (Corrente)	CH - Votos (Anterior)	CH - Votos (Corrente)	CH - Percentagem (Anterior)	CH - Percentagem (Corrente)	E - Votos (Anterior)	E - Votos (Corrente)	E - Percentagem (Anterior)	E - Percentagem (Corrente)	IL - Votos (Anterior)	IL - Votos (Corrente)	IL - Percentagem (Anterior)	IL - Percentagem (Corrente)	L - Votos (Anterior)	L - Votos (Corrente)	L - Percentagem (Anterior)	L - Percentagem (Corrente)	MAS - Votos (Anterior)	MAS - Votos (Corrente)	MAS - Percentagem (Anterior)	MAS - Percentagem (Corrente)	MPT - Votos (Anterior)	MPT - Votos (Corrente)	MPT - Percentagem (Anterior)	MPT - Percentagem (Corrente)	NC - Votos (Anterior)	NC - Votos (Corrente)	NC - Percentagem (Anterior)	NC - Percentagem (Corrente)	ND - Votos (Anterior)	ND - Votos (Corrente)	ND - Percentagem (Anterior)	ND - Percentagem (Corrente)	PAN - Votos (Anterior)	PAN - Votos (Corrente)	PAN - Percentagem (Anterior)	PAN - Percentagem (Corrente)	PCP-PEV - Votos (Anterior)	PCP-PEV - Votos (Corrente)	PCP-PEV - Percentagem (Anterior)	PCP-PEV - Percentagem (Corrente)	PCTP/MRPP - Votos (Anterior)	PCTP/MRPP - Votos (Corrente)	PCTP/MRPP - Percentagem (Anterior)	PCTP/MRPP - Percentagem (Corrente)	PDR - Votos (Anterior)	PDR - Votos (Corrente)	PDR - Percentagem (Anterior)	PDR - Percentagem (Corrente)	PNR - Votos (Anterior)	PNR - Votos (Corrente)	PNR - Percentagem (Anterior)	PNR - Percentagem (Corrente)	PPD/PSD - Votos (Anterior)	PPD/PSD - Votos (Corrente)	PPD/PSD - Percentagem (Anterior)	PPD/PSD - Percentagem (Corrente)	PPD/PSD.CDS-PP.PPM - Votos (Anterior)	PPD/PSD.CDS-PP.PPM - Votos (Corrente)	PPD/PSD.CDS-PP.PPM - Percentagem (Anterior)	PPD/PSD.CDS-PP.PPM - Percentagem (Corrente)	PPM.PPV/CDC - Votos (Anterior)	PPM.PPV/CDC - Votos (Corrente)	PPM.PPV/CDC - Percentagem (Anterior)	PPM.PPV/CDC - Percentagem (Corrente)	PS - Votos (Anterior)	PS - Votos (Corrente)	PS - Percentagem (Anterior)	PS - Percentagem (Corrente)	PTP - Votos (Anterior)	PTP - Votos (Corrente)	PTP - Percentagem (Anterior)	PTP - Percentagem (Corrente)	PURP - Votos (Anterior)	PURP - Votos (Corrente)	PURP - Percentagem (Anterior)	PURP - Percentagem (Corrente)	R.I.R. - Votos (Anterior)	R.I.R. - Votos (Corrente)	R.I.R. - Percentagem (Anterior)	R.I.R. - Percentagem (Corrente)	VP - Votos (Anterior)	VP - Votos (Corrente)	VP - Percentagem (Anterior)	VP - Percentagem (Corrente)
LOCAL-170360	Vila Real	Chaves	Travancas e Roriz	690	581	0.2725	0.3907	3	3	3	1	3	0	0.0160	0.0000	0	1	0.0000	0.0044	9	5	0.0479	0.0220	7	0	0.0372	0.0000	0	21	0.0000	0.0925	0	0	0.0000	0.0000	0	4	0.0000	0.0176	0	2	0.0000	0.0088	1	2	0.0053	0.0088	0	0	0.0000	0.0000	1	0	0.0053	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	7	0.0160	0.0308	3	0	0.0160	0.0000	1	0	0.0053	0.0000	1	0	0.0053	0.0000	52	0	0.2766	0.0000	0	76	0.0000	0.3348	1	0	0.0053	0.0000	98	105	0.5213	0.4626	1	0	0.0053	0.0000	1	0	0.0053	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-170361	Vila Real	Chaves	Vidago, Arcossó, Selhariz, Vilarinho Paranheiras	2036	1927	0.2726	0.3851	15	7	30	7	5	0	0.0090	0.0000	0	15	0.0000	0.0202	26	18	0.0468	0.0243	19	0	0.0342	0.0000	0	92	0.0000	0.1240	0	1	0.0000	0.0013	1	27	0.0018	0.0364	8	18	0.0144	0.0243	0	2	0.0000	0.0027	0	0	0.0000	0.0000	5	3	0.0090	0.0040	0	0	0.0000	0.0000	16	7	0.0288	0.0094	13	17	0.0234	0.0229	3	0	0.0054	0.0000	0	0	0.0000	0.0000	1	0	0.0018	0.0000	203	0	0.3658	0.0000	0	286	0.0000	0.3854	7	0	0.0126	0.0000	195	236	0.3514	0.3181	5	2	0.0090	0.0027	3	0	0.0054	0.0000	0	1	0.0000	0.0013	0	3	0.0000	0.0040
LOCAL-170401	Vila Real	Mesão Frio	Barqueiros	567	496	0.2875	0.4194	5	0	1	0	2	0	0.0123	0.0000	0	3	0.0000	0.0144	14	6	0.0859	0.0288	2	0	0.0123	0.0000	0	16	0.0000	0.0769	0	0	0.0000	0.0000	0	3	0.0000	0.0144	2	3	0.0123	0.0144	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0123	0.0000	0	0	0.0000	0.0000	6	4	0.0368	0.0192	2	5	0.0123	0.0240	1	0	0.0061	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	31	0	0.1902	0.0000	0	54	0.0000	0.2596	0	0	0.0000	0.0000	90	114	0.5521	0.5481	2	0	0.0123	0.0000	3	0	0.0184	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-170402	Vila Real	Mesão Frio	Cidadelhe	147	128	0.4286	0.7031	4	0	0	1	0	0	0.0000	0.0000	0	0	0.0000	0.0000	7	4	0.1111	0.0444	4	0	0.0635	0.0000	0	8	0.0000	0.0889	0	0	0.0000	0.0000	0	3	0.0000	0.0333	1	0	0.0159	0.0000	0	2	0.0000	0.0222	0	0	0.0000	0.0000	2	0	0.0317	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	3	0.0159	0.0333	1	0	0.0159	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	12	0	0.1905	0.0000	0	25	0.0000	0.2778	1	0	0.0159	0.0000	30	43	0.4762	0.4778	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0111
LOCAL-170403	Vila Real	Mesão Frio	Oliveira	363	300	0.3058	0.4800	3	1	3	0	1	0	0.0090	0.0000	0	2	0.0000	0.0139	3	3	0.0270	0.0208	9	0	0.0811	0.0000	0	6	0.0000	0.0417	0	0	0.0000	0.0000	0	12	0.0000	0.0833	0	2	0.0000	0.0139	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0069	0	0	0.0000	0.0000	1	2	0.0090	0.0139	1	1	0.0090	0.0069	3	0	0.0270	0.0000	1	0	0.0090	0.0000	0	0	0.0000	0.0000	41	0	0.3694	0.0000	0	60	0.0000	0.4167	1	0	0.0090	0.0000	42	53	0.3784	0.3681	1	0	0.0090	0.0000	1	0	0.0090	0.0000	0	1	0.0000	0.0069	0	0	0.0000	0.0000
LOCAL-170407	Vila Real	Mesão Frio	Vila Marim	1092	981	0.1941	0.2875	2	1	10	3	3	0	0.0142	0.0000	0	4	0.0000	0.0142	16	6	0.0755	0.0213	18	0	0.0849	0.0000	0	21	0.0000	0.0745	0	0	0.0000	0.0000	0	9	0.0000	0.0319	1	6	0.0047	0.0213	0	1	0.0000	0.0035	0	1	0.0000	0.0035	2	0	0.0094	0.0000	0	0	0.0000	0.0000	6	3	0.0283	0.0106	5	8	0.0236	0.0284	1	0	0.0047	0.0000	1	0	0.0047	0.0000	1	0	0.0047	0.0000	43	0	0.2028	0.0000	0	99	0.0000	0.3511	1	0	0.0047	0.0000	101	118	0.4764	0.4184	1	0	0.0047	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0071	0	0	0.0000	0.0000
LOCAL-170408	Vila Real	Mesão Frio	Mesão Frio (Santo André)	1630	1507	0.3012	0.4386	15	2	19	7	3	0	0.0061	0.0000	0	8	0.0000	0.0121	59	17	0.1202	0.0257	26	0	0.0530	0.0000	0	50	0.0000	0.0756	0	2	0.0000	0.0030	3	36	0.0061	0.0545	6	11	0.0122	0.0166	1	2	0.0020	0.0030	0	1	0.0000	0.0015	1	2	0.0020	0.0030	0	1	0.0000	0.0015	14	7	0.0285	0.0106	6	4	0.0122	0.0061	9	0	0.0183	0.0000	2	0	0.0041	0.0000	4	0	0.0081	0.0000	125	0	0.2546	0.0000	0	251	0.0000	0.3797	2	0	0.0041	0.0000	192	257	0.3910	0.3888	2	0	0.0041	0.0000	2	0	0.0041	0.0000	0	1	0.0000	0.0015	0	2	0.0000	0.0030
LOCAL-170501	Vila Real	Mondim de Basto	Atei	1271	1192	0.2305	0.3406	3	3	6	7	1	0	0.0034	0.0000	0	6	0.0000	0.0148	9	7	0.0307	0.0172	29	0	0.0990	0.0000	0	38	0.0000	0.0936	0	1	0.0000	0.0025	0	15	0.0000	0.0369	4	3	0.0137	0.0074	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0068	0.0000	0	1	0.0000	0.0025	8	3	0.0273	0.0074	6	10	0.0205	0.0246	2	0	0.0068	0.0000	1	0	0.0034	0.0000	2	0	0.0068	0.0000	108	0	0.3686	0.0000	0	159	0.0000	0.3916	1	0	0.0034	0.0000	111	149	0.3788	0.3670	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	3	0.0000	0.0074	0	1	0.0000	0.0025
LOCAL-170502	Vila Real	Mondim de Basto	Bilhó	637	580	0.2009	0.3759	3	1	2	2	2	0	0.0156	0.0000	0	3	0.0000	0.0138	7	3	0.0547	0.0138	34	0	0.2656	0.0000	0	23	0.0000	0.1055	0	1	0.0000	0.0046	0	7	0.0000	0.0321	0	2	0.0000	0.0092	0	3	0.0000	0.0138	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	3	0.0000	0.0138	3	1	0.0234	0.0046	1	3	0.0078	0.0138	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	48	0	0.3750	0.0000	0	110	0.0000	0.5046	0	0	0.0000	0.0000	28	52	0.2188	0.2385	0	1	0.0000	0.0046	0	0	0.0000	0.0000	0	2	0.0000	0.0092	0	1	0.0000	0.0046
LOCAL-170505	Vila Real	Mondim de Basto	São Cristóvão de Mondim de Basto	3176	3078	0.3234	0.4610	19	5	19	16	7	0	0.0068	0.0000	0	24	0.0000	0.0169	53	36	0.0516	0.0254	95	0	0.0925	0.0000	0	102	0.0000	0.0719	0	5	0.0000	0.0035	3	106	0.0029	0.0747	11	35	0.0107	0.0247	1	0	0.0010	0.0000	0	0	0.0000	0.0000	7	1	0.0068	0.0007	0	3	0.0000	0.0021	32	9	0.0312	0.0063	28	40	0.0273	0.0282	5	0	0.0049	0.0000	6	0	0.0058	0.0000	2	0	0.0019	0.0000	398	0	0.3875	0.0000	0	559	0.0000	0.3939	4	0	0.0039	0.0000	329	464	0.3204	0.3270	7	2	0.0068	0.0014	1	0	0.0010	0.0000	0	6	0.0000	0.0042	0	6	0.0000	0.0042
LOCAL-170508	Vila Real	Mondim de Basto	Vilar de Ferreiros	1285	1150	0.2825	0.3861	6	3	7	2	2	0	0.0055	0.0000	0	8	0.0000	0.0180	14	4	0.0386	0.0090	27	0	0.0744	0.0000	0	33	0.0000	0.0743	0	2	0.0000	0.0045	3	20	0.0083	0.0450	3	4	0.0083	0.0090	0	0	0.0000	0.0000	0	2	0.0000	0.0045	1	2	0.0028	0.0045	0	0	0.0000	0.0000	3	1	0.0083	0.0023	4	3	0.0110	0.0068	0	0	0.0000	0.0000	4	0	0.0110	0.0000	1	0	0.0028	0.0000	150	0	0.4132	0.0000	0	218	0.0000	0.4910	3	0	0.0083	0.0000	131	140	0.3609	0.3153	2	0	0.0055	0.0000	2	0	0.0055	0.0000	0	1	0.0000	0.0023	0	1	0.0000	0.0023
LOCAL-170509	Vila Real	Mondim de Basto	Campanhó e Paradança	982	917	0.2413	0.3315	1	1	2	2	1	0	0.0042	0.0000	0	10	0.0000	0.0329	2	3	0.0084	0.0099	33	0	0.1392	0.0000	0	24	0.0000	0.0789	0	2	0.0000	0.0066	0	2	0.0000	0.0066	1	3	0.0042	0.0099	1	0	0.0042	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0033	5	10	0.0211	0.0329	0	0	0.0000	0.0000	2	0	0.0084	0.0000	0	0	0.0000	0.0000	135	0	0.5696	0.0000	0	176	0.0000	0.5789	0	0	0.0000	0.0000	53	69	0.2236	0.2270	0	1	0.0000	0.0033	1	0	0.0042	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-170510	Vila Real	Mondim de Basto	Ermelo e Pardelhas	648	565	0.2361	0.3894	3	1	3	2	0	0	0.0000	0.0000	0	8	0.0000	0.0364	3	1	0.0196	0.0045	28	0	0.1830	0.0000	0	29	0.0000	0.1318	0	0	0.0000	0.0000	0	2	0.0000	0.0091	0	2	0.0000	0.0091	1	0	0.0065	0.0000	0	0	0.0000	0.0000	1	0	0.0065	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0091	2	8	0.0131	0.0364	2	0	0.0131	0.0000	0	0	0.0000	0.0000	1	0	0.0065	0.0000	56	0	0.3660	0.0000	0	92	0.0000	0.4182	1	0	0.0065	0.0000	52	72	0.3399	0.3273	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0045	0	0	0.0000	0.0000
LOCAL-170601	Vila Real	Montalegre	Cabril	550	535	0.3018	0.5215	6	1	15	2	0	0	0.0000	0.0000	0	6	0.0000	0.0215	9	13	0.0542	0.0466	4	0	0.0241	0.0000	0	16	0.0000	0.0573	0	0	0.0000	0.0000	0	23	0.0000	0.0824	0	5	0.0000	0.0179	0	1	0.0000	0.0036	0	0	0.0000	0.0000	0	1	0.0000	0.0036	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	3	0.0120	0.0108	1	0	0.0060	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	31	0	0.1867	0.0000	0	80	0.0000	0.2867	6	0	0.0361	0.0000	91	126	0.5482	0.4516	1	1	0.0060	0.0036	0	0	0.0000	0.0000	0	1	0.0000	0.0036	0	0	0.0000	0.0000
LOCAL-170603	Vila Real	Montalegre	Cervos	405	384	0.2049	0.2760	0	1	3	2	0	0	0.0000	0.0000	0	4	0.0000	0.0377	8	1	0.0964	0.0094	1	0	0.0120	0.0000	0	15	0.0000	0.1415	0	0	0.0000	0.0000	0	3	0.0000	0.0283	1	0	0.0120	0.0000	1	0	0.0120	0.0000	0	0	0.0000	0.0000	1	0	0.0120	0.0000	0	1	0.0000	0.0094	0	0	0.0000	0.0000	1	1	0.0120	0.0094	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	51	0	0.6145	0.0000	0	45	0.0000	0.4245	1	0	0.0120	0.0000	14	32	0.1687	0.3019	0	0	0.0000	0.0000	1	0	0.0120	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0094
LOCAL-170604	Vila Real	Montalegre	Chã	1132	1092	0.1599	0.2363	6	1	2	4	1	0	0.0055	0.0000	0	6	0.0000	0.0233	6	2	0.0331	0.0078	10	0	0.0552	0.0000	0	27	0.0000	0.1047	0	0	0.0000	0.0000	0	10	0.0000	0.0388	2	6	0.0110	0.0233	0	2	0.0000	0.0078	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0039	7	2	0.0387	0.0078	2	2	0.0110	0.0078	1	0	0.0055	0.0000	2	0	0.0110	0.0000	0	0	0.0000	0.0000	58	0	0.3204	0.0000	0	99	0.0000	0.3837	2	0	0.0110	0.0000	82	96	0.4530	0.3721	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-170607	Vila Real	Montalegre	Covelo do Gerês	187	162	0.4278	0.5185	1	0	2	1	2	0	0.0250	0.0000	0	3	0.0000	0.0357	2	3	0.0250	0.0357	0	0	0.0000	0.0000	0	4	0.0000	0.0476	0	0	0.0000	0.0000	0	2	0.0000	0.0238	0	1	0.0000	0.0119	1	0	0.0125	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0119	1	0	0.0125	0.0000	1	2	0.0125	0.0238	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	23	0	0.2875	0.0000	0	38	0.0000	0.4524	0	0	0.0000	0.0000	47	29	0.5875	0.3452	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-170609	Vila Real	Montalegre	Ferral	383	348	0.3159	0.5115	5	0	0	1	0	0	0.0000	0.0000	0	5	0.0000	0.0281	5	3	0.0413	0.0169	3	0	0.0248	0.0000	0	15	0.0000	0.0843	0	1	0.0000	0.0056	0	2	0.0000	0.0112	1	1	0.0083	0.0056	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0056	2	0	0.0165	0.0000	3	5	0.0248	0.0281	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	35	0	0.2893	0.0000	0	62	0.0000	0.3483	1	0	0.0083	0.0000	65	82	0.5372	0.4607	1	0	0.0083	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-170612	Vila Real	Montalegre	Gralhas	300	299	0.3567	0.3779	3	2	5	0	0	0	0.0000	0.0000	0	2	0.0000	0.0177	2	2	0.0187	0.0177	0	0	0.0000	0.0000	0	5	0.0000	0.0442	0	0	0.0000	0.0000	0	1	0.0000	0.0088	1	1	0.0093	0.0088	0	2	0.0000	0.0177	0	0	0.0000	0.0000	1	1	0.0093	0.0088	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	29	0	0.2710	0.0000	0	38	0.0000	0.3363	1	0	0.0093	0.0000	64	58	0.5981	0.5133	0	0	0.0000	0.0000	1	0	0.0093	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0088
LOCAL-170616	Vila Real	Montalegre	Morgade	323	287	0.0124	0.3763	0	0	0	1	0	0	0.0000	0.0000	0	6	0.0000	0.0556	0	2	0.0000	0.0185	0	0	0.0000	0.0000	0	5	0.0000	0.0463	0	1	0.0000	0.0093	0	4	0.0000	0.0370	0	2	0.0000	0.0185	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0093	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	0	0.7500	0.0000	0	54	0.0000	0.5000	0	0	0.0000	0.0000	1	32	0.2500	0.2963	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-170618	Vila Real	Montalegre	Negrões	233	219	0.3562	0.3562	0	1	3	0	2	0	0.0241	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0128	0	0	0.0000	0.0000	0	2	0.0000	0.0256	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0128	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0128	1	1	0.0120	0.0128	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	12	0	0.1446	0.0000	0	17	0.0000	0.2179	0	0	0.0000	0.0000	63	53	0.7590	0.6795	2	0	0.0241	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0128	0	0	0.0000	0.0000
LOCAL-170619	Vila Real	Montalegre	Outeiro	201	179	0.3085	0.4078	3	0	3	1	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	2	0.0161	0.0274	2	0	0.0323	0.0000	0	4	0.0000	0.0548	0	0	0.0000	0.0000	0	2	0.0000	0.0274	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0161	0.0000	0	0	0.0000	0.0000	2	0	0.0323	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0161	0.0000	0	0	0.0000	0.0000	26	0	0.4194	0.0000	0	37	0.0000	0.5068	0	0	0.0000	0.0000	23	27	0.3710	0.3699	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-170623	Vila Real	Montalegre	Pitões das Junias	291	269	0.2921	0.5985	0	1	1	1	1	0	0.0118	0.0000	0	4	0.0000	0.0248	1	5	0.0118	0.0311	1	0	0.0118	0.0000	0	17	0.0000	0.1056	0	0	0.0000	0.0000	0	7	0.0000	0.0435	1	5	0.0118	0.0311	0	0	0.0000	0.0000	0	1	0.0000	0.0062	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0235	0.0000	1	1	0.0118	0.0062	1	0	0.0118	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	24	0	0.2824	0.0000	0	60	0.0000	0.3727	0	0	0.0000	0.0000	50	59	0.5882	0.3665	1	0	0.0118	0.0000	1	0	0.0118	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-170625	Vila Real	Montalegre	Reigoso	278	221	0.2698	0.3982	1	2	0	0	0	0	0.0000	0.0000	0	2	0.0000	0.0227	2	0	0.0267	0.0000	8	0	0.1067	0.0000	0	6	0.0000	0.0682	0	0	0.0000	0.0000	0	3	0.0000	0.0341	0	1	0.0000	0.0114	0	1	0.0000	0.0114	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0227	2	0	0.0267	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0133	0.0000	29	0	0.3867	0.0000	0	37	0.0000	0.4205	0	0	0.0000	0.0000	32	34	0.4267	0.3864	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-170626	Vila Real	Montalegre	Salto	1606	1518	0.2983	0.4144	12	6	14	2	1	0	0.0021	0.0000	0	9	0.0000	0.0143	20	12	0.0418	0.0191	17	0	0.0355	0.0000	0	46	0.0000	0.0731	0	2	0.0000	0.0032	0	29	0.0000	0.0461	4	7	0.0084	0.0111	1	1	0.0021	0.0016	0	1	0.0000	0.0016	0	0	0.0000	0.0000	0	2	0.0000	0.0032	5	2	0.0104	0.0032	8	10	0.0167	0.0159	0	0	0.0000	0.0000	1	0	0.0021	0.0000	1	0	0.0021	0.0000	149	0	0.3111	0.0000	0	236	0.0000	0.3752	3	0	0.0063	0.0000	241	262	0.5031	0.4165	1	1	0.0021	0.0016	1	0	0.0021	0.0000	0	1	0.0000	0.0016	0	0	0.0000	0.0000
LOCAL-170627	Vila Real	Montalegre	Santo André	293	256	0.3072	0.3828	2	1	6	3	1	0	0.0111	0.0000	0	1	0.0000	0.0102	2	2	0.0222	0.0204	1	0	0.0111	0.0000	0	5	0.0000	0.0510	0	1	0.0000	0.0102	0	3	0.0000	0.0306	0	3	0.0000	0.0306	1	0	0.0111	0.0000	0	0	0.0000	0.0000	1	0	0.0111	0.0000	0	1	0.0000	0.0102	1	2	0.0111	0.0204	1	2	0.0111	0.0204	2	0	0.0222	0.0000	1	0	0.0111	0.0000	0	0	0.0000	0.0000	25	0	0.2778	0.0000	0	29	0.0000	0.2959	0	0	0.0000	0.0000	46	44	0.5111	0.4490	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0102
LOCAL-170629	Vila Real	Montalegre	Sarraquinhos	469	421	0.1620	0.2043	0	0	4	0	1	0	0.0132	0.0000	0	6	0.0000	0.0698	0	1	0.0000	0.0116	5	0	0.0658	0.0000	0	6	0.0000	0.0698	0	1	0.0000	0.0116	0	0	0.0000	0.0000	0	1	0.0000	0.0116	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0132	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	32	0	0.4211	0.0000	0	38	0.0000	0.4419	1	0	0.0132	0.0000	32	33	0.4211	0.3837	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-170631	Vila Real	Montalegre	Solveira	271	264	0.1808	0.2841	0	0	0	0	0	0	0.0000	0.0000	0	3	0.0000	0.0400	2	0	0.0408	0.0000	0	0	0.0000	0.0000	0	4	0.0000	0.0533	0	0	0.0000	0.0000	0	2	0.0000	0.0267	1	0	0.0204	0.0000	0	2	0.0000	0.0267	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0133	1	0	0.0204	0.0000	1	2	0.0204	0.0267	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0204	0.0000	14	0	0.2857	0.0000	0	29	0.0000	0.3867	1	0	0.0204	0.0000	26	30	0.5306	0.4000	1	0	0.0204	0.0000	1	0	0.0204	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0267
LOCAL-170632	Vila Real	Montalegre	Tourém	171	154	0.3743	0.6039	1	0	1	1	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	2	0.0469	0.0215	0	0	0.0000	0.0000	0	9	0.0000	0.0968	0	0	0.0000	0.0000	0	10	0.0000	0.1075	0	1	0.0000	0.0108	0	0	0.0000	0.0000	0	1	0.0000	0.0108	0	0	0.0000	0.0000	0	2	0.0000	0.0215	1	2	0.0156	0.0215	0	1	0.0000	0.0108	1	0	0.0156	0.0000	3	0	0.0469	0.0000	0	0	0.0000	0.0000	20	0	0.3125	0.0000	0	36	0.0000	0.3871	0	0	0.0000	0.0000	34	27	0.5313	0.2903	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0108
LOCAL-170635	Vila Real	Montalegre	Vila da Ponte	278	249	0.3129	0.4337	2	1	1	0	0	0	0.0000	0.0000	0	1	0.0000	0.0093	6	0	0.0690	0.0000	2	0	0.0230	0.0000	0	5	0.0000	0.0463	0	0	0.0000	0.0000	0	5	0.0000	0.0463	0	1	0.0000	0.0093	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0115	0.0000	0	1	0.0000	0.0093	3	0	0.0345	0.0000	0	1	0.0000	0.0093	0	0	0.0000	0.0000	1	0	0.0115	0.0000	0	0	0.0000	0.0000	37	0	0.4253	0.0000	0	39	0.0000	0.3611	0	0	0.0000	0.0000	33	54	0.3793	0.5000	1	0	0.0115	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
