Key	Distrito	Municipio	Freguesia	Eleitores (2022)	Eleitores (2024)	Percentagem de Votantes (2022)	Percentagem de Votantes (2024)	Votos Nulos (2022)	Votos Nulos (2024)	Votos Brancos (2022)	Votos Brancos (2024)	A - Percentagem (2022)	A - Percentagem (2024)	A - Votos (2022)	A - Votos (2024)	ADN - Percentagem (2022)	ADN - Percentagem (2024)	ADN - Votos (2022)	ADN - Votos (2024)	B.E. - Percentagem (2022)	B.E. - Percentagem (2024)	B.E. - Votos (2022)	B.E. - Votos (2024)	CDS-PP - Percentagem (2022)	CDS-PP - Percentagem (2024)	CDS-PP - Votos (2022)	CDS-PP - Votos (2024)	CH - Percentagem (2022)	CH - Percentagem (2024)	CH - Votos (2022)	CH - Votos (2024)	E - Percentagem (2022)	E - Percentagem (2024)	E - Votos (2022)	E - Votos (2024)	IL - Percentagem (2022)	IL - Percentagem (2024)	IL - Votos (2022)	IL - Votos (2024)	JPP - Percentagem (2022)	JPP - Percentagem (2024)	JPP - Votos (2022)	JPP - Votos (2024)	L - Percentagem (2022)	L - Percentagem (2024)	L - Votos (2022)	L - Votos (2024)	MAS - Percentagem (2022)	MAS - Percentagem (2024)	MAS - Votos (2022)	MAS - Votos (2024)	MPT - Percentagem (2022)	MPT - Percentagem (2024)	MPT - Votos (2022)	MPT - Votos (2024)	MPT.A - Percentagem (2022)	MPT.A - Percentagem (2024)	MPT.A - Votos (2022)	MPT.A - Votos (2024)	NC - Percentagem (2022)	NC - Percentagem (2024)	NC - Votos (2022)	NC - Votos (2024)	ND - Percentagem (2022)	ND - Percentagem (2024)	ND - Votos (2022)	ND - Votos (2024)	PAN - Percentagem (2022)	PAN - Percentagem (2024)	PAN - Votos (2022)	PAN - Votos (2024)	PCP-PEV - Percentagem (2022)	PCP-PEV - Percentagem (2024)	PCP-PEV - Votos (2022)	PCP-PEV - Votos (2024)	PCTP/MRPP - Percentagem (2022)	PCTP/MRPP - Percentagem (2024)	PCTP/MRPP - Votos (2022)	PCTP/MRPP - Votos (2024)	PPD/PSD - Percentagem (2022)	PPD/PSD - Percentagem (2024)	PPD/PSD - Votos (2022)	PPD/PSD - Votos (2024)	PPD/PSD.CDS-PP - Percentagem (2022)	PPD/PSD.CDS-PP - Percentagem (2024)	PPD/PSD.CDS-PP - Votos (2022)	PPD/PSD.CDS-PP - Votos (2024)	PPD/PSD.CDS-PP.PPM - Percentagem (2022)	PPD/PSD.CDS-PP.PPM - Percentagem (2024)	PPD/PSD.CDS-PP.PPM - Votos (2022)	PPD/PSD.CDS-PP.PPM - Votos (2024)	PPM - Percentagem (2022)	PPM - Percentagem (2024)	PPM - Votos (2022)	PPM - Votos (2024)	PS - Percentagem (2022)	PS - Percentagem (2024)	PS - Votos (2022)	PS - Votos (2024)	PTP - Percentagem (2022)	PTP - Percentagem (2024)	PTP - Votos (2022)	PTP - Votos (2024)	R.I.R. - Percentagem (2022)	R.I.R. - Percentagem (2024)	R.I.R. - Votos (2022)	R.I.R. - Votos (2024)	VP - Percentagem (2022)	VP - Percentagem (2024)	VP - Votos (2022)	VP - Votos (2024)
LOCAL-110729	Lisboa	Loures	Santo Antão e São Julião do Tojal	6911	7039	0.6358	0.7028	54	60	46	70	0.0002	0	1	0	0.0025	0.0146	11	72	0.035	0.0422	154	209	0.0086	0	38	0	0.0906	0.2072	398	1025	0.0009	0.0014	4	7	0.051	0.053	224	262	0.0009	0.001	4	5	0.0157	0.0364	69	180	0.003	0	13	0	0.0007	0	3	0	0	0.0006	0	3	0.0002	0	1	0	0	0.0024	0	12	0.0137	0.0224	60	111	0.1067	0.0841	469	416	0.0082	0.0079	36	39	0.17	0	747	0	0	0	0	0	0	0.1823	0	902	0	0	0	0	0.4665	0.3123	2050	1545	0.0007	0.0008	3	4	0.0011	0.0034	5	17	0.0009	0.0016	4	8
LOCAL-110730	Lisboa	Loures	Santo António dos Cavaleiros e Frielas	24900	24910	0.5633	0.6375	107	171	142	207	0.0006	0	9	0	0.0025	0.0144	35	229	0.0538	0.0506	755	804	0.0088	0	124	0	0.0855	0.1953	1199	3101	0.0005	0.0005	7	8	0.0615	0.0596	863	947	0.0007	0.0005	10	8	0.0178	0.0492	249	781	0.001	0	14	0	0.0011	0	16	0	0	0.0008	0	12	0.0009	0	13	0	0	0.0023	0	37	0.0215	0.03	302	477	0.0607	0.0404	851	642	0.0038	0.0047	53	74	0.1862	0	2611	0	0	0	0	0	0	0.2081	0	3304	0	0	0	0	0.4712	0.3143	6609	4991	0.0004	0.0013	5	20	0.0022	0.0016	31	26	0.0014	0.0025	20	40
LOCAL-110812	Lisboa	Lourinhã	Lourinhã e Atalaia	11153	11279	0.5764	0.6721	70	131	92	121	0.0003	0	2	0	0.003	0.0201	19	152	0.0443	0.0417	285	316	0.0156	0	100	0	0.1069	0.2388	687	1810	0.0014	0.0018	9	14	0.0478	0.0525	307	398	0.0011	0.0003	7	2	0.0132	0.0328	85	249	0.0014	0	9	0	0.0008	0	5	0	0	0.0008	0	6	0.0003	0	2	0	0	0.0018	0	14	0.0185	0.024	119	182	0.0272	0.016	175	121	0.0042	0.0026	27	20	0.3226	0	2074	0	0	0	0	0	0	0.3091	0	2343	0	0	0	0	0.3599	0.2207	2314	1673	0.0006	0.0011	4	8	0.0051	0.0011	33	8	0.0006	0.0017	4	13
LOCAL-110813	Lisboa	Lourinhã	Miragaia e Marteleira	3171	3196	0.5941	0.6693	37	30	23	50	0	0	0	0	0.0016	0.0257	3	55	0.0366	0.0332	69	71	0.0143	0	27	0	0.1062	0.2618	200	560	0	0.0019	0	4	0.034	0.0369	64	79	0.0005	0.0019	1	4	0.009	0.0178	17	38	0.0005	0	1	0	0.0005	0	1	0	0	0.0014	0	3	0.0005	0	1	0	0	0.0056	0	12	0.0186	0.0182	35	39	0.017	0.0112	32	24	0.0027	0.0023	5	5	0.3333	0	628	0	0	0	0	0	0	0.317	0	678	0	0	0	0	0.3827	0.2202	721	471	0.0005	0.0023	1	5	0.0085	0.0028	16	6	0.0011	0.0023	2	5
LOCAL-110803	Lisboa	Lourinhã	Moita dos Ferreiros	1527	1532	0.5121	0.6345	15	14	10	22	0	0	0	0	0.0038	0.0298	3	29	0.0205	0.0185	16	18	0.0371	0	29	0	0.1419	0.2613	111	254	0.0026	0.0021	2	2	0.0243	0.0165	19	16	0.0026	0.0021	2	2	0.009	0.0082	7	8	0	0	0	0	0	0	0	0	0	0.001	0	1	0.0013	0	1	0	0	0.0082	0	8	0.0051	0.0165	4	16	0.0153	0.0103	12	10	0.0013	0.0031	1	3	0.3696	0	289	0	0	0	0	0	0	0.4023	0	391	0	0	0	0	0.3286	0.179	257	174	0	0.001	0	1	0.0051	0.0021	4	2	0	0.001	0	1
LOCAL-110805	Lisboa	Lourinhã	Reguengo Grande	1383	1410	0.551	0.6468	15	17	15	13	0	0	0	0	0.0026	0.0186	2	17	0.0394	0.0373	30	34	0.0092	0	7	0	0.1352	0.2654	103	242	0.0013	0.0033	1	3	0.0249	0.0208	19	19	0.0013	0.0011	1	1	0.0118	0.0252	9	23	0	0	0	0	0.0013	0	1	0	0	0.0022	0	2	0	0	0	0	0	0.0022	0	2	0.0157	0.0241	12	22	0.0459	0.0482	35	44	0.0066	0.0033	5	3	0.2743	0	209	0	0	0	0	0	0	0.2818	0	257	0	0	0	0	0.3858	0.2281	294	208	0	0.0011	0	1	0.0039	0.0022	3	2	0.0013	0.0022	1	2
LOCAL-110810	Lisboa	Lourinhã	Ribamar	1864	1922	0.5799	0.6915	19	17	19	21	0.0019	0	2	0	0.0093	0.0233	10	31	0.0333	0.0324	36	43	0.0305	0	33	0	0.1156	0.2897	125	385	0.0009	0.0008	1	1	0.0481	0.0489	52	65	0	0	0	0	0.0046	0.0218	5	29	0	0	0	0	0.0037	0	4	0	0	0.0023	0	3	0	0	0	0	0	0.003	0	4	0.0065	0.015	7	20	0.0213	0.0105	23	14	0.0028	0.003	3	4	0.3562	0	385	0	0	0	0	0	0	0.316	0	420	0	0	0	0	0.3247	0.1919	351	255	0	0.0045	0	6	0.0028	0.006	3	8	0.0028	0.0023	3	3
LOCAL-110806	Lisboa	Lourinhã	Santa Bárbara	1690	1732	0.6645	0.739	12	21	17	33	0	0	0	0	0.0071	0.0234	8	30	0.0347	0.0344	39	44	0.0249	0	28	0	0.1282	0.2336	144	299	0	0.0016	0	2	0.0454	0.0563	51	72	0	0.0031	0	4	0.0071	0.0211	8	27	0.0009	0	1	0	0.0018	0	2	0	0	0	0	0	0	0	0	0	0	0.0031	0	4	0.0134	0.0141	15	18	0.0169	0.0133	19	17	0.0036	0.0047	4	6	0.3669	0	412	0	0	0	0	0	0	0.3742	0	479	0	0	0	0	0.3179	0.1711	357	219	0	0.0008	0	1	0.0053	0.0031	6	4	0	0	0	0
LOCAL-110814	Lisboa	Lourinhã	São Bartolomeu dos Galegos e Moledo	1321	1363	0.5836	0.686	9	11	9	10	0.0013	0	1	0	0.0052	0.0332	4	31	0.0519	0.0364	40	34	0.0143	0	11	0	0.1271	0.2717	98	254	0.0026	0.0011	2	1	0.0337	0.031	26	29	0	0	0	0	0.0104	0.0267	8	25	0.0013	0	1	0	0	0	0	0	0	0.0021	0	2	0.0013	0	1	0	0	0.0021	0	2	0.0104	0.0203	8	19	0.0298	0.0321	23	30	0.0052	0.0021	4	2	0.3307	0	255	0	0	0	0	0	0	0.3016	0	282	0	0	0	0	0.3385	0.2021	261	189	0.0013	0.0011	1	1	0.0091	0.0107	7	10	0.0026	0.0032	2	3
LOCAL-110808	Lisboa	Lourinhã	Vimeiro	1282	1312	0.6014	0.7119	10	12	17	18	0	0	0	0	0	0.0289	0	27	0.0441	0.0343	34	32	0.0195	0	15	0	0.1375	0.2752	106	257	0	0.0011	0	1	0.035	0.0418	27	39	0.0013	0	1	0	0.0169	0.0236	13	22	0.0013	0	1	0	0.0026	0	2	0	0	0.0064	0	6	0	0	0	0	0	0.0021	0	2	0.022	0.0203	17	19	0.0324	0.0236	25	22	0.0013	0.0021	1	2	0.3165	0	244	0	0	0	0	0	0	0.3287	0	307	0	0	0	0	0.3294	0.1724	254	161	0	0.0011	0	1	0.0052	0.0043	4	4	0	0.0021	0	2
LOCAL-110918	Lisboa	Mafra	Azueira e Sobral da Abelheira	3639	3740	0.6378	0.7088	30	44	43	52	0.0017	0	4	0	0.0069	0.02	16	53	0.0293	0.0373	68	99	0.0146	0	34	0	0.0909	0.2203	211	584	0.0004	0.0023	1	6	0.053	0.0562	123	149	0.0017	0.0004	4	1	0.0099	0.0328	23	87	0.0034	0	8	0	0.0017	0	4	0	0	0.0011	0	3	0	0	0	0	0	0.0019	0	5	0.0103	0.0207	24	55	0.0246	0.0189	57	50	0.0043	0.0026	10	7	0.2469	0	573	0	0	0	0	0	0	0.2516	0	667	0	0	0	0	0.4632	0.2923	1075	775	0.0004	0.0004	1	1	0.0043	0.0034	10	9	0.0009	0.0015	2	4
LOCAL-110902	Lisboa	Mafra	Carvoeira	2217	2267	0.645	0.7067	10	27	11	28	0.0007	0	1	0	0.0056	0.0243	8	39	0.0601	0.0468	86	75	0.0175	0	25	0	0.0797	0.2047	114	328	0	0	0	0	0.0818	0.0737	117	118	0.0007	0.0019	1	3	0.0273	0.0437	39	70	0.0028	0	4	0	0.0021	0	3	0	0	0.0012	0	2	0.0014	0	2	0	0	0.0025	0	4	0.0378	0.0343	54	55	0.0559	0.03	80	48	0.0021	0.0031	3	5	0.2573	0	368	0	0	0	0	0	0	0.2647	0	424	0	0	0	0	0.3503	0.2303	501	369	0	0.0019	0	3	0.0014	0.0025	2	4	0.0007	0	1	0
LOCAL-110904	Lisboa	Mafra	Encarnação	3868	3968	0.6362	0.7094	22	37	40	52	0.0008	0	2	0	0.0033	0.0281	8	79	0.0333	0.0348	82	98	0.0158	0	39	0	0.0829	0.1865	204	525	0.0028	0.0007	7	2	0.0577	0.0558	142	157	0.0008	0.0011	2	3	0.0187	0.0369	46	104	0.0004	0	1	0	0.0024	0	6	0	0	0.0014	0	4	0.0004	0	1	0	0	0.0032	0	9	0.0146	0.0202	36	57	0.0167	0.0124	41	35	0.0033	0.0025	8	7	0.4027	0	991	0	0	0	0	0	0	0.4025	0	1133	0	0	0	0	0.3145	0.1755	774	494	0	0.0014	0	4	0.0028	0.0036	7	10	0.0008	0.0018	2	5
LOCAL-110919	Lisboa	Mafra	Enxara do Bispo, Gradil e Vila Franca do Rosário	3125	3247	0.593	0.6985	16	32	30	37	0.0027	0	5	0	0.0022	0.022	4	50	0.0405	0.0401	75	91	0.0113	0	21	0	0.089	0.2125	165	482	0.0005	0.0018	1	4	0.054	0.0635	100	144	0.0011	0.0018	2	4	0.0113	0.0322	21	73	0	0	0	0	0.0005	0	1	0	0	0.0009	0	2	0.0005	0	1	0	0	0.0018	0	4	0.0119	0.0194	22	44	0.0367	0.0295	68	67	0.0049	0.0057	9	13	0.2607	0	483	0	0	0	0	0	0	0.2685	0	609	0	0	0	0	0.4425	0.2646	820	600	0.0005	0.0013	1	3	0.0027	0.004	5	9	0.0016	0	3	0
LOCAL-110906	Lisboa	Mafra	Ericeira	9534	9615	0.6268	0.7049	42	73	71	79	0.0007	0	4	0	0.0049	0.0186	29	126	0.0519	0.0463	310	314	0.0117	0	70	0	0.083	0.1666	496	1129	0.0008	0.0009	5	6	0.0897	0.0859	536	582	0.001	0.0004	6	3	0.0288	0.0587	172	398	0.0013	0	8	0	0.0022	0	13	0	0	0.0012	0	8	0.0007	0	4	0	0	0.0015	0	10	0.0221	0.0311	132	211	0.0355	0.0221	212	150	0.0022	0.0016	13	11	0.2776	0	1659	0	0	0	0	0	0	0.3047	0	2065	0	0	0	0	0.3635	0.2324	2172	1575	0.0003	0.0007	2	5	0.0025	0.0015	15	10	0.0008	0.0034	5	23
LOCAL-110920	Lisboa	Mafra	Igreja Nova e Cheleiros	3710	3835	0.6442	0.7267	36	44	35	58	0.0021	0	5	0	0.005	0.0244	12	68	0.041	0.0409	98	114	0.0084	0	20	0	0.0887	0.2124	212	592	0	0.0004	0	1	0.0665	0.0617	159	172	0.0008	0.0011	2	3	0.0146	0.0362	35	101	0.0004	0	1	0	0.0017	0	4	0	0	0.0018	0	5	0.0004	0	1	0	0	0.0022	0	6	0.0243	0.0319	58	89	0.0285	0.0161	68	45	0.0013	0.0022	3	6	0.2954	0	706	0	0	0	0	0	0	0.2903	0	809	0	0	0	0	0.3858	0.2329	922	649	0	0.0025	0	7	0.0046	0.0039	11	11	0.0008	0.0025	2	7
LOCAL-110909	Lisboa	Mafra	Mafra	16433	16909	0.6471	0.7391	112	125	181	224	0.0005	0	5	0	0.0047	0.0199	50	249	0.0521	0.0547	554	684	0.0129	0	137	0	0.0842	0.1815	895	2269	0.0012	0.0008	13	10	0.0828	0.0835	880	1044	0.0005	0.0011	5	14	0.0223	0.0582	237	727	0.001	0	11	0	0.0019	0	20	0	0	0.0009	0	11	0.0008	0	8	0	0	0.0016	0	20	0.024	0.0275	255	344	0.0316	0.021	336	262	0.0031	0.0023	33	29	0.2715	0	2887	0	0	0	0	0	0	0.2845	0	3556	0	0	0	0	0.3729	0.2282	3965	2852	0.0001	0.0013	1	16	0.0032	0.0024	34	30	0.0013	0.0026	14	32
LOCAL-110921	Lisboa	Mafra	Malveira e São Miguel de Alcainça	7428	7566	0.6147	0.7158	31	65	63	86	0.0011	0	5	0	0.0031	0.0161	14	87	0.0475	0.05	217	271	0.014	0	64	0	0.0951	0.2072	434	1122	0.0011	0.0009	5	5	0.0727	0.0788	332	427	0.0009	0.0004	4	2	0.016	0.0463	73	251	0.0015	0	7	0	0.0007	0	3	0	0	0.0009	0	5	0.0013	0	6	0	0	0.002	0	11	0.0221	0.0262	101	142	0.037	0.024	169	130	0.0048	0.003	22	16	0.2714	0	1239	0	0	0	0	0	0	0.2832	0	1534	0	0	0	0	0.3852	0.2278	1759	1234	0.0002	0.0007	1	4	0.0031	0.0022	14	12	0.0007	0.0022	3	12
LOCAL-110911	Lisboa	Mafra	Milharado	6029	6181	0.6895	0.7714	49	58	57	81	0.0019	0	8	0	0.0022	0.0279	9	133	0.0387	0.0428	161	204	0.0166	0	69	0	0.0938	0.2139	390	1020	0.0012	0.0015	5	7	0.0765	0.074	318	353	0.0002	0.0008	1	4	0.0132	0.038	55	181	0.001	0	4	0	0.0019	0	8	0	0	0.0013	0	6	0.0005	0	2	0	0	0.0027	0	13	0.0144	0.0243	60	116	0.0279	0.0231	116	110	0.0029	0.004	12	19	0.2745	0	1141	0	0	0	0	0	0	0.2823	0	1346	0	0	0	0	0.3993	0.2267	1660	1081	0.0005	0.0008	2	4	0.0065	0.0042	27	20	0.0007	0.0025	3	12
LOCAL-110913	Lisboa	Mafra	Santo Isidoro	3534	3577	0.6647	0.7336	32	38	41	71	0.0009	0	2	0	0.0047	0.0229	11	60	0.0426	0.0484	100	127	0.0077	0	18	0	0.0783	0.1742	184	457	0.0004	0.0015	1	4	0.0745	0.0633	175	166	0.0013	0.0004	3	1	0.0226	0.0499	53	131	0	0	0	0	0.0026	0	6	0	0	0.0019	0	5	0.0004	0	1	0	0	0.0023	0	6	0.0281	0.0297	66	78	0.0289	0.0221	68	58	0.0047	0.0038	11	10	0.3031	0	712	0	0	0	0	0	0	0.3133	0	822	0	0	0	0	0.3648	0.2188	857	574	0	0.0008	0	2	0.0026	0.0034	6	9	0.0009	0.0019	2	5
LOCAL-110922	Lisboa	Mafra	Venda do Pinheiro e Santo Estêvão das Galés	8719	8906	0.6869	0.7713	68	85	96	100	0.0012	0	7	0	0.004	0.0198	24	136	0.0414	0.0422	248	290	0.0119	0	71	0	0.0928	0.2108	556	1448	0.0002	0.0007	1	5	0.0766	0.0677	459	465	0.0005	0.0009	3	6	0.0185	0.0505	111	347	0.0008	0	5	0	0.0018	0	11	0	0	0.0016	0	11	0.0015	0	9	0	0	0.0023	0	16	0.0219	0.0287	131	197	0.0377	0.0261	226	179	0.0035	0.0019	21	13	0.2698	0	1616	0	0	0	0	0	0	0.2887	0	1983	0	0	0	0	0.3847	0.2254	2304	1548	0.0002	0.0007	1	5	0.003	0.0025	18	17	0.0005	0.0026	3	18
LOCAL-111603	Lisboa	Odivelas	Odivelas	51570	50789	0.5872	0.658	281	367	295	368	0.0006	0	18	0	0.0024	0.0159	74	533	0.0466	0.0463	1410	1547	0.0119	0	359	0	0.0788	0.1788	2387	5974	0.0006	0.0007	17	24	0.0669	0.0679	2027	2270	0.0005	0.0006	15	21	0.0198	0.0491	599	1641	0.001	0	30	0	0.0009	0	26	0	0	0.0006	0	21	0.0007	0	21	0	0	0.0017	0	58	0.0208	0.0249	630	833	0.0457	0.0331	1384	1105	0.0035	0.0032	106	108	0.2174	0	6584	0	0	0	0	0	0	0.2401	0	8023	0	0	0	0	0.4591	0.3096	13903	10346	0.0004	0.0014	13	47	0.0025	0.0021	76	71	0.0009	0.0018	26	61
LOCAL-111608	Lisboa	Odivelas	Pontinha e Famões	30397	30646	0.5954	0.6783	213	261	201	241	0.0006	0	10	0	0.0026	0.0158	47	329	0.0406	0.0414	735	861	0.0117	0	211	0	0.099	0.2281	1791	4742	0.0009	0.001	17	21	0.0507	0.0562	917	1169	0.0012	0.0011	21	23	0.0157	0.0398	285	828	0.001	0	19	0	0.0012	0	22	0	0	0.001	0	20	0.0009	0	17	0	0	0.0018	0	38	0.0216	0.0259	390	539	0.0471	0.034	853	706	0.0049	0.0047	88	98	0.1896	0	3432	0	0	0	0	0	0	0.2067	0	4297	0	0	0	0	0.4827	0.3138	8735	6523	0.0006	0.001	10	20	0.0031	0.0019	56	40	0.0015	0.0014	27	30
LOCAL-111609	Lisboa	Odivelas	Póvoa de Santo Adrião e Olival Basto	16153	15765	0.5429	0.6144	92	114	72	96	0.0006	0	5	0	0.003	0.014	26	136	0.0487	0.0452	427	438	0.0095	0	83	0	0.0821	0.1918	720	1858	0.0005	0.0002	4	2	0.0462	0.0476	405	461	0.0003	0.0002	3	2	0.0141	0.0395	124	383	0.0017	0	15	0	0.0015	0	13	0	0	0.0009	0	9	0.0009	0	8	0	0	0.0021	0	20	0.0201	0.0264	176	256	0.055	0.0419	482	406	0.0047	0.004	41	39	0.1952	0	1712	0	0	0	0	0	0	0.2048	0	1984	0	0	0	0	0.4922	0.3533	4316	3422	0.0006	0.0015	5	15	0.0031	0.0022	27	21	0.0015	0.0025	13	24
LOCAL-111610	Lisboa	Odivelas	Ramada e Caneças	28476	28626	0.6594	0.7415	192	248	216	274	0.001	0	18	0	0.0024	0.0149	46	317	0.0459	0.0445	862	945	0.0104	0	195	0	0.0986	0.2131	1851	4523	0.0008	0.0006	15	13	0.0681	0.0684	1278	1452	0.0004	0.0006	8	13	0.0178	0.0492	334	1045	0.0013	0	24	0	0.0014	0	27	0	0	0.0006	0	13	0.0004	0	7	0	0	0.0017	0	37	0.0232	0.0275	435	583	0.0425	0.0315	798	669	0.004	0.003	75	64	0.2242	0	4210	0	0	0	0	0	0	0.2419	0	5135	0	0	0	0	0.4313	0.2722	8099	5778	0.0007	0.0009	14	19	0.0027	0.0025	50	53	0.0012	0.0021	23	45
LOCAL-111012	Lisboa	Oeiras	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo	40835	40403	0.678	0.7466	132	244	240	292	0.0005	0	13	0	0.0028	0.0126	78	379	0.0453	0.0437	1253	1318	0.023	0	637	0	0.0519	0.0982	1438	2962	0.0003	0.0005	9	16	0.1152	0.0825	3189	2489	0.0003	0.0003	8	10	0.0342	0.0724	947	2184	0.001	0	28	0	0.0009	0	24	0	0	0.0005	0	16	0.0008	0	21	0	0	0.0015	0	46	0.0196	0.0224	544	676	0.0432	0.0309	1197	933	0.0019	0.0021	53	63	0.2993	0	8287	0	0	0	0	0	0	0.3635	0	10965	0	0	0	0	0.3436	0.2473	9514	7461	0.0003	0.0005	7	15	0.0017	0.0011	46	33	0.0008	0.0021	21	64
LOCAL-111002	Lisboa	Oeiras	Barcarena	12083	12231	0.691	0.7654	54	105	104	120	0.0008	0	7	0	0.002	0.0158	17	148	0.0497	0.0483	415	452	0.0134	0	112	0	0.0727	0.1569	607	1469	0.0007	0.0012	6	11	0.0911	0.0752	761	704	0.0005	0.0007	4	7	0.022	0.0583	184	546	0.0014	0	12	0	0.0016	0	13	0	0	0.0003	0	3	0.0011	0	9	0	0	0.0021	0	20	0.0268	0.032	224	300	0.0497	0.0333	415	312	0.0043	0.0028	36	26	0.2422	0	2022	0	0	0	0	0	0	0.2856	0	2674	0	0	0	0	0.3972	0.2583	3316	2418	0.0001	0.0012	1	11	0.0028	0.0017	23	16	0.0008	0.0021	7	20
LOCAL-111013	Lisboa	Oeiras	Carnaxide e Queijas	30352	30384	0.6702	0.7357	141	227	243	286	0.0008	0	17	0	0.0047	0.0146	96	326	0.0422	0.0432	859	965	0.014	0	284	0	0.0537	0.1145	1092	2559	0.0004	0.0006	9	13	0.096	0.0828	1952	1850	0.0016	0.0007	33	15	0.0276	0.061	562	1364	0.0023	0	46	0	0.0012	0	24	0	0	0.0009	0	21	0.0006	0	13	0	0	0.0017	0	39	0.0233	0.0265	474	592	0.0497	0.0323	1012	722	0.0027	0.0026	54	59	0.2741	0	5576	0	0	0	0	0	0	0.3118	0	6971	0	0	0	0	0.3819	0.2797	7769	6252	0.0003	0.0008	6	17	0.002	0.0013	41	29	0.002	0.0021	40	47
LOCAL-111014	Lisboa	Oeiras	Oeiras e S.Julião da Barra, Paço de Arcos e Caxias	50209	49522	0.6648	0.7255	210	229	349	419	0.0007	0	24	0	0.0033	0.0145	111	521	0.0487	0.0492	1625	1768	0.0235	0	785	0	0.058	0.1131	1937	4062	0.0004	0.0006	13	22	0.1045	0.0763	3487	2742	0.0004	0.0004	13	15	0.0329	0.0729	1098	2618	0.001	0	33	0	0.001	0	33	0	0	0.0008	0	27	0.0007	0	24	0	0	0.0018	0	63	0.0229	0.0262	764	942	0.0384	0.0282	1283	1012	0.0026	0.0018	87	65	0.2879	0	9612	0	0	0	0	0	0	0.3409	0	12246	0	0	0	0	0.3531	0.2505	11786	9001	0.0002	0.0005	8	17	0.0018	0.0019	61	68	0.0011	0.0025	38	89
LOCAL-111009	Lisboa	Oeiras	Porto Salvo	12591	12813	0.6262	0.6947	77	94	117	135	0.0014	0	11	0	0.0036	0.0166	28	148	0.051	0.0473	402	421	0.0123	0	97	0	0.0684	0.1507	539	1341	0.0006	0.0007	5	6	0.0785	0.0747	619	665	0.0011	0.0006	9	5	0.0223	0.0552	176	491	0.0013	0	10	0	0.0015	0	12	0	0	0.0006	0	5	0.0006	0	5	0	0	0.0012	0	11	0.0244	0.0289	192	257	0.04	0.0318	315	283	0.0029	0.0035	23	31	0.2085	0	1644	0	0	0	0	0	0	0.2456	0	2186	0	0	0	0	0.4523	0.3097	3566	2757	0.0004	0.0008	3	7	0.0034	0.0018	27	16	0.0009	0.0047	7	42
LOCAL-111122	Lisboa	Sintra	Agualva e Mira-Sintra	35598	35263	0.5237	0.5938	188	254	167	249	0.0008	0	15	0	0.0024	0.0132	44	277	0.052	0.055	969	1152	0.0109	0	204	0	0.0998	0.2101	1861	4400	0.0012	0.0012	23	26	0.0414	0.043	771	900	0.001	0.0014	18	29	0.0168	0.0394	313	824	0.0013	0	24	0	0.0015	0	28	0	0	0.001	0	20	0.0015	0	28	0	0	0.0028	0	59	0.0213	0.0279	397	585	0.0505	0.0372	941	779	0.0056	0.0031	104	65	0.1733	0	3230	0	0	0	0	0	0	0.1837	0	3846	0	0	0	0	0.4955	0.3511	9237	7352	0.0004	0.0013	8	28	0.003	0.0029	55	61	0.0009	0.0015	16	32
LOCAL-111102	Lisboa	Sintra	Algueirão-Mem Martins	56470	56718	0.5594	0.647	283	454	360	411	0.0004	0	14	0	0.0034	0.0155	106	569	0.0581	0.0574	1835	2106	0.0131	0	414	0	0.102	0.2271	3222	8335	0.001	0.0007	32	26	0.0643	0.0609	2031	2234	0.0007	0.0008	23	29	0.019	0.0477	600	1751	0.001	0	33	0	0.0016	0	51	0	0	0.0008	0	29	0.0012	0	39	0	0	0.002	0	73	0.0249	0.0323	787	1185	0.0458	0.0315	1448	1156	0.0044	0.0032	138	117	0.1987	0	6278	0	0	0	0	0	0	0.2116	0	7764	0	0	0	0	0.4353	0.2796	13750	10260	0.0004	0.0012	13	43	0.003	0.0022	95	82	0.0012	0.002	37	74
LOCAL-111123	Lisboa	Sintra	Almargem do Bispo, Pêro Pinheiro e Montelavar	14358	14674	0.629	0.7133	100	135	122	137	0.0011	0	10	0	0.0033	0.0177	30	185	0.0376	0.0396	340	414	0.0148	0	134	0	0.105	0.2474	948	2590	0.001	0.0009	9	9	0.0543	0.053	490	555	0.0008	0.0004	7	4	0.0097	0.0324	88	339	0.0016	0	14	0	0.0017	0	15	0	0	0.0015	0	16	0.0019	0	17	0	0	0.002	0	21	0.0198	0.0247	179	259	0.0437	0.0321	395	336	0.0047	0.0049	42	51	0.2458	0	2220	0	0	0	0	0	0	0.2438	0	2552	0	0	0	0	0.4237	0.2665	3826	2789	0.0004	0.0019	4	20	0.003	0.0033	27	35	0.0016	0.0019	14	20
